,"The Givers' Guide is a Project Created and Coordinated by Frayde Yudkowsky, LSW, LMSW, CTP. The Givers' Guide is a constant work in progress. Please email any corrections, additions or changes to Hello@GiversGuide.org",,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Extreme,Addiction Support and Hotline,,USA,516-612-3922,"Crisis text line: Text ""LEV"" to 741741",Fax: 516-612-3924,,info@projectextreme.org,"Project Extreme Is A Non-Profit That. Provides Innovative Programs & Solutions For Jewish. Teens At-Risk, Their Families, And Their Communities.
",,https://projectextreme.org/,,,,,Email Addresses for their individual programs can be found here: https://projectextreme.org/contact-us/,,,,,,,,,,,,,,,,,,,,,
Recovery with Heart,Detox and Rehab Services,New York,NY,,(646) 655-0031,,,,"​We are a group of highly regarded facilities providing medically supervised detoxification and rehab services to patients throughout New York State. A multidisciplinary team comprised of physicians, psych​iatrists, nurses,​ social workers, and counselors expertly motivate patients to embrace recovery as they work with them to regain a healthy, meaningful lifestyle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simha Health,Mental Health Referrals / Therapy,"1019 Avenue P suite 403, Brooklyn NY 11223, USA",NY ,(929) 841-5160,,,Rabbi David Sutton,office@simhahealth.org,"Mental health education and awareness, clinical coordination and peer support. Addressing issues within the Sefardic community, including anxiety, depression, OCD, eating disorders, addiction, bipolar disorder and others.",,simhahealth.org ,,,,,,,,,,,,,,,,,,,,,,,,,,
SLAA Meeting,Men's SLAA Meeting ,"Lakewood, NJ ","Lakewood, NJ",,,,,lkwdslaa@gmail.com,"Men's SLAA meeting in Lakewood, NJ. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support Group,Addiction Support,"Lakewood, NJ ",NJ,(609) 437-3921,,,,recovery.inthistogether@gmail.com,"Support groups for parents, spouses and loved ones impacted by addiction. No charge. Limited availability. Endorsed by Rabbonim. Conducted by licensed clinicians. Must RSVP to ensure confidentiality and anonymity. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teen Support Group,Support Group,Zoom,Zoom,(732) 864-5550,,,"Sori Magid & Chedva Berger, LCSW",,Support group for teens impacted by family members struggling with addiction. Jewish girls ages 13-18. Monday evening on Zoom at 8:45pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Blue Dove Foundation,Community Education on Mental Illness and Addictions,"6300 Powers Ferry Rd, NW Suite 600-304 Atlanta, GA 30339",GA,(404) 490-2391,,,,info@thebluedovefoundation.org,"The Blue Dove Foundation strives to equip our Jewish community with tools to understand, support, and overcome the challenges presented by mental illness and substance use. They provide educational and informational resources, direct financial support and loans for those seeking treatment, and collaborative programs with schools, synagogues, and community centers.",,https://thebluedovefoundation.org/,The Blue Dove Foundation - Home | Facebook,https://www.instagram.com/bluedovefoundation,,,"YouTube Channel
https://www.youtube.com/channel/UCOmIZ8qZwG09jfTMfvBZYww",,,,,,,,,,,,,,,,,,,,,
The Living Room by OurPlace,Addiction Recovery and Support,,"NY, FL",,,,"Menachem Poznanski, Gittel Follman,",thelivingroom1860@gmail.com,"Twice weekly 12-step meetings, retreats, events, case management, referrals for young adults ages 18-35 dealing with substance use disorders.",,https://tlrfamily.org/,,,,,,,,,,,,,,,,,,,,,,,,,,
The Safe Foundation,Outpatient Treatment Program and Hotline,,NY,(866) 569-7233,(718) GET-SAFE,,,ask@thesafefoundation.org,"The SAFE Foundation is a New York State OASAS licensed drug, alcohol, and gambling outpatient treatment program. At SAFE, we provide our clients and their families with counseling, education, and support in dealing with alcohol, drug, and gambling addictions.",,www.thesafefoundation.org/,https://www.facebook.com/safefndtn/,@thesafefoundation,,,,,,,,,,,,,,,,,,,,,,,,
Totality Treatment,Behavioral Health Clinic,"11150 W Olympic Blvd #760, Los Angeles, CA 90064, United States",Los Angeles,(855) 619-5383,N/A,N/A,"Castle Brusa, CADC I Chief Operating Officer",info@totalitytreatment.com,"At Totality, we believe people don’t heal in pieces.
They heal when all parts of themselves are seen, heard, and supported—body, mind, and spirit. Asher Gottesman rebranded his LA mental health treatment center. He takes insurance.",,https://totalitytreatment.com/about-totality-treatment-in-los-angeles-ca/,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
T'Shuva Center,Addiction Support,"Brooklyn, NY",NY and Online,,,,,,"T""Shuva Center provides Recover Care for those suffering from all types of addiction through a comprehensive six to nine month recovery program. The program includes integrated and interdisciplinary, combining various modalities in an effort to support spirituality, personal growth and community engagement. They also offer training to mental health and personal growth professionals, clergy, spiritual counselors and Jewish educators creating curricula, workshops, mentorship, internship programs and conferences. ",,T'Shuvah Center,https://www.facebook.com/pg/tshuvahcenter/community/,https://www.instagram.com/tshuvahcenter/,,,"YouTube Channel
https://www.youtube.com/channel/UCJXaV1MZZHumFCWjPNmjvAQ",,,,,,,,,,,,,,,,,,,,,
Transformations Treatment Center,Mental Health and Addiction Treatment,"Delray Beach, FL",FL,(855) 409-2066,(954) 982-6646,,Lisa Fluxman,info@transformationstreatment.com,"We offer a complete continuum of evidence-based, individualized substance abuse and mental health treatment, including medical detox, residential, partial hospitalization and intensive outpatient programs. Our Jewish rehab also offers client housing with 24/7 monitoring and transportation, psychiatric and medical services, aftercare support and an alumni program.",,transformationstreatment.center/treatment/php/faith-based/jewish,facebook.com/TransformationsTC,instagram.com/transformationstc,twitter.com/ttcrecovery,linkedin.com/company/transformations-treatment,,,,,,,,,,,,,,,,,,,,,,
Women's Anon Fellowship,Addiction Support,"Lakewood, NJ ",NJ,,,,,Lakewoodanonfellowship@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Cups,Therapy / Support,USA,USA,,,,,,"Family Engagement is a core part of the recovery process. Addiction does not only affect the addict. It can tear apart families and destroy relationships. Through the comprehensive family program, we offer clients the ability to invite their family and loved ones to be a part of their recovery process.",,7cups.com ,,,,,,,,,,,,,,,,,,,,,,,,,,
ADOLESCENTS/TEENAGERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achoti,Home for 15-19 Yr old girls,Montebello,Where needed,(845) 645-5265,(845) 263-7086,,Kayla Haber- Goldstein,kaylahaber@gmail.com,"A home for girls who need a safe and warm place to live, that is stable and functional while allowing them to find their place in the Jewish world. For 2,000 a month they can stay until they’re 20. It’s a safe loving environment with optional programming they can join every other day. Every other Shabbos there’s Shabbos in the house, there’s families on a list to host them for Shabbos as well. Art corners, therapist once a week teaching life skills… just overall supportive and loving and safe.",,Coming soon,,@questioningtheanswers,,,"Updated: Sept 1st 2025        No boys, no drugs and no alcohol tolerated",NA,,,,,,,,,,,,,,,,,,,,
After-School,After School Programing,Lakewood,Lakewood,(848) 240-2707,,,Adina Metchik and Devorah Krohn,ametchiklcsw@gmail.com,"We are excited to announce a new resource being started in Lakewood to provide a warm, structured after-school environment for younger elementary school girls in grades 1-5, who are not fortunate to have this experience when they come home. The program runs twice a week for 2 hours and provides supper, homework and a fun activity in an inviting setting with individualized attention.

We are hoping to start right after Chanuka (2024), and we do still have some slots for girls who live in the Westgate area. If anyone knows of a family who can benefit, you or they can feel free to reach out to us directly",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ari Hoffman Psychotherapy,Couples and Family,"חד נס 505,Mevo Beitar, Israel Israel Standard Time",Israel and Colorado,303-803-4832,055-500-3291,None,Ari Hoffman,arihoffmanlpc@gmail.com,Couples and Family Counseling in person and virtually,,www.arihoffmantherapy.com,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,
Atzmi,"Eating disorder prevention, education, awareness and support and guidance for loved ones of those with eating disorders","25514 Gardner St. Oak Park, Michigan 48237 USA EST",National and International,(248) 800-6230,(248) 800-6230,,"Dr. Marcy Forta EdD, MBA",marcy@atzmi.org,"Atzmi’s mission is to safeguard the mental health of Jewish Orthodox girls via empirically-tested, Torah based programming that is culturally sensitive, holistic, empowering, and works toward the prevention of eating disorders.

Atzmi envisions a future where every Jewish Orthodox girl embraces a profound sense of self-compassion, unwavering body acceptance, and a deep connection to inner well-being. Atzmi aspires to cultivate a community where the prevalence of eating disorders is minimized, self-acceptance flourishes, and each girl is empowered to discover and appreciate her unique and authentic self.","Private pay, Sliding Scale",https://atzmi.org/,https://www.facebook.com/atzmi.org,ATZMI (@atzmi_org) • Instagram photos and videos,,Marcy Forta,"We provide workshops for junior high and high school girls, seminars for parents, as well as education for teachers. We also have a mother/daughter curriculum that can be done at home with your child one on one as well as a book for mothers called ""How Can I Help My Daughter? A Mother's Guide to Nurturing Her Daughter's Best Self"" Updated: Sept 1st 2025",New Mother/Daughter Curriculum as well as private sessions with parents,,,,,,,,,,,,,,,,,,,,
Batya Girls ,Female Teenagers,"235 Hearth Court West Lakewood, NJ 08701",USA,(732) 835-BATYA (2289),,,Mrs. Hindy Newmark,info@batyagirls.org ,,,batyagirls.org ,,www.instagram.com/batyagirlz,,,,,,,,,,,,,,,,,,,,,,,,
The Better Center,Group Private Practice/ Therapy Center,680 New Hampshire AVE Lakewood NJ,"Lakewood, Virtual",646-578-8822,732-213-0107,none,"Avrohom Leffler, LCSW",office@thebettercenter.org,Therapy center for accessible and quality care.,,thebettercenter.org,none,thebettercenter,none,avrohom Leffler,n/a,,,,,,,,,,,,,,,,,,,,,
BigTalks,Teenage Boys/Girls Kedusha Talk,"Chicago, IL",USA and Worldwide,(833) KEDUSHA (533-8742),,,"Rabbi Shmuel Tenenbaum, MSMFT",info@bigtalks.org,TRAINING AND EDUCATING,,bigtalks.org,,,,,Many haskamos. Endorsed by the Vaad Roshei Yeshiva of Torah Umesorah. With the direction of Rabbi Nosson Muller. ,,,,,,,,,,,,,,,,,,,,,
Charlie Health,Online IOP for Teens,,,1(866) 540-1828,,,,,,,charliehealth.com/intensive-outpatient-iop,,,,,,,,,,,,,,,,,,,,,,,,,,
Chassi Silverstein,Mentors for Girls ,"Lakewood, NJ",NJ,(347) 404-4462,,,Chassi Silverstein,,"Train and prepare mental health and personal growth professionals, clergy, spiritual counselors and Jewish educators to better support those in our community suffering from addiction. This includes creating curricula, workshops, mentorship, internship programs and conferences.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chazak Care,Mental Health Support for Adolescents and Young Adults,"18 Congress Street, Lakewood, New Jersey 08701, United States","NY, NJ",(732) 664-0418  Phone # and Whatsapp,,,"Raizel Lamm

Under the guidance of Agudah of New Jersey",Chazakcare@gmail.com,"Chazak Care provides exciting care packages for the patient to enjoy either in the hospital if permitted or when they are discharged. As well as visits to patients who are allowed visitors.
This gives the patient a sense of love and support; telling them that they are not alone",,https://chazakcare.org/,https://www.facebook.com/raizel.lamm.5?mibextid=ZbWKwL,https://www.instagram.com/chazak.care?igsh=MTIwZWJubGw1ZDM1Mw==,,,,,,,,,,,,,,,,,,,,,,,,
Chester Neuropsychology,Neuropsychology Private Practice,"7023 Jellico Ave, Van Nuys CA 91406",Los Angeles,310-218-5001,Na,Na,Dr. Adam Chester,drchester@chesterneuropsych.com,Neuropsychological Assessment & Psychological Services,,Www.chesterNeuropsych.com,NA,NA,NA,https://www.linkedin.com/company/chester-neuropsychology/,"Lifespan - pediatric, adult, & geriatric services",,,,,,,,,,,,,,,,,,,,,
Discover Therapy,Private practice,"Ramat Hagolan Street, Ramat Eshkol, Jerusalem, Israel",Greater Jerusalem,972527669832,none,none,Chaya Primack,chaya@discovertherapy.org.il,"Children/adolescents - Treatment for anxiety, emotional dysregulation, behavioral issues, trauma, sexual abuse, divorce, attachment/developmental disorders, family mental illness - using art, play, and animal tools. Attachment/Mentalization-based models. 
Couples therapy - Attachment-based models ",,none,none,none,none,Chaya Primack,Option for reduced rate with supervisees,,,,,,,,,,,,,,,,,,,,,
Eshel Online,LGBTQIA+,,,(724) 374-3501 Warmline,,,"Miryam Kabakov, Rabbi Steven Greenberg","For Support: support@eshelonline.org, For General Inquiries: email info@eshelonline.org","Community Eshel builds community for its LGBTQ+ individuals and their families so that they can break isolation, grow, and thrive.
Support Eshel supports LGBTQ+ Orthodox Jewish individuals and families through our warmline, support groups, mentoring, and community network. Warmline, speak to someone directly: Tue/Wed 5:30-8:00PM ET. Leave a voicemail or text 24/7.
Education Eshel raises awareness and sensitivity amongst Orthodox religious and communal leaders, educators and guidance counselors on how to address the needs of their LGBTQ+ members through consultations and trainings.
Advocacy Eshel advocates for LGBTQ+ individuals within the larger Orthodox community so that they can be included in Orthodox communities.",,www.eshelonline.org,,https://www.instagram.com/eshelonline/,,,,,,,,,,,,,,,,,,,,,,,,
Flatbush Community Fund,Tefillin Assistance,"1968 Flatbush Avenue Brooklyn, NY 11234",NY,(718) 650-3545,,,,contact@fcfund.org,FCF helps to patch the pain points caused by the financial struggle within thecommunity so everyone can afford life’s necessities.,,https://fcfund.org/,,https://www.instagram.com/flatbushfund/,https://twitter.com/FlatbushFund,,,,,,,,,,,,,,,,,,,,,,,
Here.Now.,Teen Mental Health Support,NY,NY,,,,,,"A teen-driven Jewish movement to provide support, build connections, increase wellbeing and resilience, and reduce stigma around mental health. Made possible by UJA-Federation of New York and The Jewish Board",,myjewishlearning.com/here-now/mental-health-what-you-need-to-know,,,,,,,,,,,,,,,,,,,,,,,,,,
iMPACT WITH iHEART - Innate Health Education And Resiliency Training ,Female Teenagers,NY,NY,(732) 596-7661,,,"Shaindy Krausz, Roizy Green, Sarah Lebovits, Nechama Katz",iheartprograms@gmail.com ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Informed Behavioral Health,Consulting practice,"38 Lisa Court, Lakewood, NJ 08701",Virtual-International,7326913261.0,N/A,N/A,"Devora Follman, LCSW",Devora@informedbh.com,"Personalized consultations for higher level of care,
program referrals, case management support, discharge recommendations, outpatient care coordination ",,Www.informedbh.com,N/A,N/A,N/A,N/A,Consultations can be booked directly on website,,,,,,,,,,,,,,,,,,,,,
JumpSpark,"Teen Programing, Financial Support for Gap Year Students",,"Atlanta, GA",,,,,,"JumpSpark is the Atlanta Jewish teen initiative at Federation and serves as a hub for teen engagement. Through strategic investment in partner programs, support of innovative ideas, impactful  programming, and deep relationship-building, JumpSpark is committed to meeting the needs of teens, their parents, and the Jewish educators and professionals serving them. Gap year scholarships available.",,https://jewishatlanta.org/what-we-do/our-initiatives/jumpspark-2/,https://www.facebook.com/JumpSparkATL,https://www.instagram.com/jumpsparkatl/,,,Ticktok: https://www.tiktok.com/@jumpsparkatl,,,,,,,,,,,,,,,,,,,,,
